,LoanID,MonthRep,Servicer,CurrInterestRate,CAUPB,LoanAge,MonthsToMaturity,AdMonthsToMaturity,MaturityDate,MSA,CLDS,ModFlag,ZeroBalCode,ZeroBalDate,LastInstallDate,ForeclosureDate,DispositionDate,ForeclosureCosts,PPRC,AssetRecCost,MHEC,ATFHP,NetSaleProceeds,CreditEnhProceeds,RPMWP,OFP,NIBUPB,PFUPB,RMWPF,FPWA,ServicingIndicator,Arrears,Arrears_3m,Arrears_6m,Arrears_9m,Arrears_12m,0
973364,113763931864.0,06/01/2017,,4.125,118745.26,64.0,296.0,266.0,02/2042,38060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
175617,102521552252.0,09/01/2016,,5.375,55958.87,33.0,207.0,207.0,12/2033,37980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
400338,105733209082.0,06/01/2016,,4.875,370363.9,68.0,292.0,0.0,10/2040,16980,1.0,N,1.0,06/2016,,,,,,,,,,,,,,,N,,,1.0,1.0,1.0,1.0,1.0,
600570,108584777437.0,03/01/2016,,3.25,49309.85,50.0,130.0,124.0,01/2027,45780,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
17368,100278076212.0,03/01/2016,,5.375,218657.11,81.0,279.0,0.0,06/2039,16980,1.0,N,1.0,03/2016,,,,,,,,,,,,,,,N,,,1.0,1.0,2.0,2.0,2.0,
35347,100538986091.0,12/01/2016,,4.5,160830.1,60.0,240.0,239.0,12/2036,10900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
759371,110719030388.0,09/01/2017,,3.0,204122.34,57.0,123.0,123.0,12/2027,16700,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
786443,111087331455.0,09/01/2016,,4.375,132424.1,23.0,157.0,152.0,10/2029,37980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
340295,104885033231.0,06/01/2017,,4.625,145137.95,61.0,299.0,297.0,05/2042,47300,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
501003,107145646417.0,12/01/2016,,5.0,94385.0,69.0,171.0,146.0,03/2031,36740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
960700,113573834610.0,06/01/2016,,4.625,97935.65,77.0,426.0,,12/2051,00000,0.0,Y,,,,,,,,,,,,,,,0.0,,,,N,0.0,0.0,0.0,1.0,1.0,
709708,110079355066.0,09/01/2017,,4.375,129745.8,48.0,192.0,192.0,09/2033,24300,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
769610,110848445022.0,09/01/2017,,4.5,121890.76,62.0,298.0,298.0,07/2042,19820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
268826,103885176771.0,12/01/2016,,3.5,89298.96,53.0,127.0,127.0,07/2027,33100,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
553108,107870226657.0,09/01/2017,,3.5,51357.78,38.0,142.0,141.0,07/2029,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
368545,105273493814.0,12/01/2016,,4.25,137294.22,47.0,313.0,270.0,01/2043,19820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
850781,111982871375.0,03/01/2017,,4.75,197010.73,59.0,301.0,297.0,04/2042,46700,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
738955,110468790969.0,09/01/2017,,3.625,214999.98,55.0,305.0,304.0,02/2043,14460,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
838226,111812332428.0,03/01/2016,,3.99,137601.69,46.0,314.0,308.0,05/2042,33340,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
296774,104266136901.0,06/01/2016,,4.625,126073.73,37.0,323.0,322.0,05/2043,22220,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
505752,107206083549.0,09/01/2016,,4.75,135556.67,36.0,324.0,324.0,09/2043,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
32873,100505307444.0,06/01/2016,,3.875,377723.5,44.0,316.0,316.0,10/2042,40900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
214264,103058357070.0,03/01/2016,,4.2,58865.07,34.0,326.0,326.0,05/2043,36740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
820540,111559041609.0,06/01/2017,,4.25,155352.2,49.0,311.0,299.0,05/2043,47900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
830623,111709925198.0,12/01/2017,,3.5,111548.46,53.0,187.0,186.0,07/2033,23580,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
65808,100967304726.0,09/01/2016,,4.25,198498.77,57.0,183.0,0.0,12/2031,16980,1.0,N,1.0,09/2016,,,,,,,,,,,,,,,N,,,1.0,1.0,1.0,1.0,2.0,
743947,110527288214.0,06/01/2017,,4.0,275826.7,57.0,303.0,303.0,09/2042,14740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
818062,111521962489.0,12/01/2017,,4.625,189927.05,65.0,295.0,295.0,07/2042,29820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
476547,106787290402.0,06/01/2017,,4.125,152519.34,60.0,240.0,238.0,06/2037,17460,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
444824,106341579195.0,03/01/2016,,3.625,118049.65,37.0,323.0,323.0,02/2043,32820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
779519,111002107905.0,03/01/2016,,4.75,269420.1,53.0,307.0,307.0,10/2041,32820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
245220,103515464734.0,06/01/2016,,4.25,122134.6,50.0,190.0,179.0,04/2032,46060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
794403,111199838435.0,03/01/2016,,3.625,125630.99,31.0,149.0,149.0,08/2028,36420,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
978106,113825243203.0,12/01/2017,,4.99,160506.3,66.0,294.0,292.0,06/2042,29820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
65232,100962957459.0,12/01/2017,,4.875,137440.14,82.0,278.0,278.0,02/2041,25180,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
257092,103705296095.0,03/01/2017,,4.625,259820.2,56.0,304.0,304.0,07/2042,12580,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
858285,112089896060.0,09/01/2016,,4.375,311200.62,58.0,302.0,280.0,11/2041,48300,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,1.0,
680580,109630416128.0,06/01/2017,,4.625,350726.78,59.0,301.0,295.0,07/2042,40060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
849762,111960443678.0,06/01/2016,,4.25,324339.72,8.0,352.0,352.0,10/2045,37980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
496460,107086339132.0,06/01/2016,,5.25,142838.92,74.0,286.0,284.0,04/2040,28940,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
663698,109427608617.0,06/01/2017,,5.0,210795.56,88.0,272.0,271.0,02/2040,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
727074,110312898645.0,12/01/2016,,4.625,231755.61,38.0,322.0,321.0,10/2043,39300,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
423133,106049057597.0,09/01/2016,,4.0,256010.89,60.0,477.0,,06/2056,46220,0.0,Y,,,,,,,,,,,,,,,0.0,,,,N,0.0,1.0,4.0,7.0,7.0,
56400,100831956114.0,06/01/2017,,4.375,150625.95,76.0,284.0,283.0,02/2041,38900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
399991,105725416505.0,03/01/2016,,3.5,228412.6,47.0,133.0,133.0,04/2027,19740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,2.0,2.0,
581425,108297488578.0,06/01/2017,,4.375,120113.35,49.0,311.0,311.0,05/2043,38060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
74722,101099366326.0,09/01/2017,,4.5,149748.56,63.0,297.0,296.0,06/2042,24540,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
524590,107483969653.0,09/01/2016,,4.0,217334.73,50.0,310.0,297.0,07/2042,42660,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,1.0,
720960,110225081750.0,06/01/2016,,3.75,171104.8,44.0,196.0,196.0,10/2032,35300,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
990446,113992249173.0,12/01/2017,,3.625,113335.37,65.0,295.0,295.0,07/2042,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
90158,101341481869.0,09/01/2017,,3.25,263760.97,69.0,111.0,111.0,12/2026,42660,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
599162,108565348804.0,09/01/2016,,3.5,158253.84,45.0,195.0,195.0,12/2032,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
465372,106623047470.0,09/01/2017,,4.0,212657.66,53.0,307.0,307.0,04/2043,13380,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
997878,114089599816.0,03/01/2017,,4.125,164459.7,55.0,305.0,305.0,08/2042,14860,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
47477,100699830581.0,03/01/2016,,4.25,148320.17,45.0,195.0,195.0,06/2032,17660,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,3.0,6.0,9.0,
162131,102308609096.0,12/01/2017,,3.99,275861.12,51.0,309.0,309.0,09/2043,49620,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
502202,107158182257.0,12/01/2016,,3.75,221983.12,46.0,314.0,313.0,02/2043,31080,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
925293,113035144920.0,09/01/2017,,4.875,107393.77,45.0,255.0,254.0,12/2038,35100,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
46828,100691362607.0,09/01/2016,,3.5,122179.82,47.0,133.0,127.0,10/2027,30340,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
812082,111453556481.0,09/01/2016,,3.625,369831.75,42.0,318.0,318.0,03/2043,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
980293,113856223921.0,12/01/2016,,3.875,168216.12,46.0,314.0,314.0,02/2043,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
890441,112528556461.0,09/01/2017,,3.375,154393.7,58.0,182.0,181.0,11/2032,31080,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
470875,106719225317.0,06/01/2017,,5.25,159790.0,85.0,155.0,142.0,05/2030,25180,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
72346,101060409872.0,06/01/2017,,4.375,57776.94,15.0,345.0,345.0,03/2046,10740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
762627,110756471331.0,06/01/2017,,4.125,49811.22,48.0,192.0,171.0,06/2033,29820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
232442,103318358464.0,03/01/2016,,4.5,150127.88,18.0,342.0,0.0,09/2044,16740,1.0,N,1.0,03/2016,,,,,,,,,,,,,,,N,,,1.0,1.0,2.0,2.0,2.0,
759069,110715334710.0,06/01/2017,,4.25,251171.48,47.0,313.0,313.0,07/2043,25540,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
561251,107994843148.0,03/01/2016,,3.875,100719.88,37.0,323.0,321.0,02/2043,33460,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,1.0,1.0,1.0,1.0,
612221,108731561403.0,06/01/2016,,4.25,105869.14,42.0,318.0,318.0,12/2042,38060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
227163,103241841686.0,12/01/2016,,3.375,135270.19,48.0,312.0,306.0,12/2042,38060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
323106,104640663794.0,03/01/2016,,4.25,218096.97,34.0,326.0,326.0,05/2043,40060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
241764,103457854816.0,09/01/2016,,3.625,252409.36,41.0,319.0,316.0,04/2043,39820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,1.0,
291692,104209320088.0,09/01/2017,,4.375,135084.33,53.0,187.0,186.0,04/2033,40060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
942715,113297906720.0,03/01/2016,,5.5,237745.69,75.0,285.0,284.0,12/2039,16180,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,3.0,6.0,9.0,
464290,106607861212.0,06/01/2016,,3.875,173135.28,42.0,318.0,318.0,12/2042,35840,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
699248,109926290480.0,09/01/2016,,4.625,133232.98,74.0,286.0,286.0,07/2040,42660,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,1.0,
271707,103937375449.0,09/01/2016,,3.5,62417.09,53.0,127.0,127.0,04/2027,29820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
82822,101220589951.0,06/01/2016,,4.25,165985.86,33.0,327.0,322.0,09/2043,23540,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
237245,103383812672.0,06/01/2017,,4.125,44864.6,50.0,310.0,306.0,04/2043,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
426069,106085218717.0,03/01/2017,,3.625,124067.81,54.0,126.0,126.0,09/2027,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
759607,110720569617.0,09/01/2016,,4.875,148593.55,28.0,332.0,330.0,05/2044,39540,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
428763,106116359336.0,03/01/2017,,4.125,275012.1,58.0,302.0,302.0,05/2042,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
828026,111665475885.0,06/01/2016,,4.125,226944.73,35.0,325.0,322.0,07/2043,42660,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
232400,103316327273.0,06/01/2016,,3.875,41942.52,68.0,112.0,112.0,10/2025,38060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,2.0,
901640,112702006995.0,03/01/2017,,4.0,113645.98,54.0,306.0,305.0,09/2042,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
460837,106566506597.0,03/01/2017,,6.125,33426.36,91.0,269.0,267.0,08/2039,19380,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
848413,111939526815.0,03/01/2017,,4.375,194890.7,54.0,306.0,251.0,09/2042,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
708280,110053652398.0,09/01/2017,,4.5,69129.25,61.0,299.0,271.0,08/2042,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
531364,107594857961.0,09/01/2016,,6.25,408447.47,80.0,280.0,275.0,01/2040,35620,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
215852,103078345986.0,12/01/2016,,4.875,175471.2,34.0,326.0,323.0,02/2044,29940,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
646783,109182779678.0,03/01/2016,,4.375,293346.47,44.0,316.0,302.0,07/2042,37340,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
836869,111785006867.0,06/01/2017,,4.125,76293.99,71.0,109.0,54.0,07/2026,38060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
365884,105239811826.0,09/01/2017,,4.625,193245.53,61.0,437.0,,02/2054,37980,0.0,Y,,,,,,,,,,,,,,,0.0,,,,N,0.0,0.0,0.0,0.0,0.0,
593413,108476673021.0,03/01/2016,,5.375,72097.7,59.0,301.0,267.0,04/2041,33460,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
966977,113664232452.0,06/01/2016,,5.25,153901.34,74.0,286.0,285.0,04/2040,39540,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
689572,109776831178.0,06/01/2017,,3.875,124267.83,47.0,193.0,193.0,07/2033,19300,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
491921,107018626521.0,06/01/2016,,4.25,288178.44,22.0,158.0,158.0,08/2029,18880,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
7372,100123387073.0,09/01/2017,,4.125,217815.5,50.0,310.0,310.0,07/2043,31020,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
392999,105622239012.0,06/01/2016,,4.25,195782.45,40.0,320.0,317.0,02/2043,38060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
889740,112518515427.0,06/01/2016,,3.531,221131.88,43.0,317.0,317.0,11/2042,24300,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
192608,102777100366.0,03/01/2016,,4.0,135891.6,36.0,324.0,320.0,03/2043,29820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
498456,107115390279.0,09/01/2016,,3.875,333200.66,44.0,316.0,316.0,01/2043,35620,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,1.0,
658150,109339047748.0,03/01/2016,,4.375,76407.48,13.0,347.0,347.0,02/2045,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
714810,110141739171.0,03/01/2017,,3.5,113995.3,51.0,129.0,129.0,12/2027,27260,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
892551,112558674224.0,12/01/2016,,3.75,122947.87,74.0,106.0,106.0,10/2025,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
418340,105972801054.0,03/01/2016,,4.5,272054.88,52.0,308.0,308.0,11/2041,45940,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
331551,104763117467.0,09/01/2017,,3.625,128069.47,59.0,301.0,301.0,10/2042,12260,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
527122,107522151281.0,03/01/2016,,5.25,164935.9,54.0,306.0,303.0,09/2041,17020,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
561129,107993578340.0,12/01/2016,,4.75,103430.47,32.0,328.0,306.0,04/2044,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
730533,110358724980.0,06/01/2017,,3.99,106374.26,59.0,301.0,301.0,07/2042,38940,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
911582,112844277411.0,03/01/2017,,4.99,188537.9,35.0,325.0,323.0,04/2044,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
463182,106595332699.0,03/01/2017,,5.0,55559.95,63.0,297.0,297.0,12/2041,33340,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
223310,103193249780.0,12/01/2016,,4.125,181651.56,57.0,183.0,181.0,03/2032,37980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
133431,101930173310.0,03/01/2016,,5.0,81414.85,54.0,306.0,306.0,09/2041,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
984129,113913720811.0,12/01/2017,,4.25,89958.93,54.0,306.0,306.0,06/2043,38060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
84469,101257206160.0,03/01/2016,,4.25,159957.2,30.0,210.0,210.0,09/2033,47260,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
165959,102370646473.0,06/01/2017,,4.25,135495.95,48.0,312.0,312.0,06/2043,31700,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
292763,104218040507.0,12/01/2017,,3.99,100184.4,61.0,299.0,299.0,11/2042,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
9279,100147069376.0,12/01/2016,,5.0,222718.47,80.0,280.0,278.0,04/2040,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,2.0,2.0,2.0,
848272,111938752707.0,06/01/2017,,3.675,205841.05,55.0,305.0,304.0,11/2042,25260,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
572881,108160160849.0,06/01/2017,,4.875,96768.8,54.0,306.0,278.0,12/2042,16980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
732276,110381313419.0,06/01/2017,,4.0,188103.5,57.0,303.0,0.0,09/2042,39300,1.0,N,1.0,06/2017,,,,,,,,,,,,,,,N,,,1.0,1.0,1.0,1.0,1.0,
100199,101477039355.0,09/01/2016,,4.25,88952.6,38.0,322.0,321.0,07/2043,14460,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,1.0,
6133,100098154371.0,09/01/2016,,3.75,56057.85,49.0,131.0,128.0,08/2027,40980,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
998052,114093302429.0,03/01/2016,,3.5,119114.85,35.0,205.0,201.0,04/2033,28740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
29780,100462869445.0,06/01/2016,,3.875,141763.2,43.0,197.0,197.0,11/2032,22420,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
364448,105224724357.0,12/01/2016,,4.125,201712.06,42.0,318.0,318.0,06/2043,16180,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
324049,104652964071.0,09/01/2017,,3.75,123815.56,56.0,304.0,303.0,01/2043,38900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
230922,103299409479.0,06/01/2017,,4.375,122771.73,47.0,313.0,308.0,07/2043,12580,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
421414,106020496809.0,06/01/2017,,4.75,124442.74,68.0,172.0,164.0,10/2031,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
167423,102385379487.0,06/01/2016,,3.875,275043.38,45.0,195.0,195.0,09/2032,47900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
74389,101097956162.0,03/01/2016,,3.875,178775.69,9.0,231.0,230.0,06/2035,00000,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,1.0,1.0,1.0,1.0,
70007,101030535445.0,06/01/2016,,3.625,228815.72,42.0,198.0,198.0,12/2032,16740,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
937437,113214987699.0,06/01/2017,,5.375,209083.97,73.0,287.0,287.0,05/2041,47900,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
356584,105100977439.0,09/01/2017,,4.625,109752.29,41.0,199.0,199.0,04/2034,18140,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
411861,105891775656.0,03/01/2016,,4.625,148056.48,41.0,259.0,258.0,10/2037,38060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
582450,108309236415.0,09/01/2017,,3.99,86043.96,66.0,174.0,174.0,03/2032,26420,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
108749,101585498848.0,06/01/2016,,3.875,295491.8,38.0,322.0,322.0,04/2043,47260,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
397619,105688190605.0,12/01/2017,,4.875,236044.98,65.0,295.0,295.0,07/2042,19820,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
919378,112954288251.0,06/01/2016,,4.125,67398.88,50.0,310.0,310.0,04/2042,45780,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,1.0,1.0,
428853,106116667362.0,12/01/2017,,3.875,190573.38,68.0,292.0,291.0,04/2042,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
555490,107897267020.0,06/01/2016,,3.99,281499.16,43.0,317.0,0.0,11/2042,49620,1.0,N,1.0,06/2016,,,,,,,,,,,,,,,N,,,1.0,1.0,1.0,1.0,1.0,
529532,107566303372.0,03/01/2016,,5.375,117444.01,67.0,293.0,293.0,08/2040,42340,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,1.0,1.0,1.0,
457022,106526598941.0,03/01/2017,,4.875,88770.07,19.0,341.0,341.0,08/2045,12060,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
818331,111527762623.0,03/01/2016,,3.875,138466.94,45.0,315.0,315.0,06/2042,12020,0.0,N,,,,,,,,,,,,,,,,,,,N,0.0,0.0,0.0,0.0,0.0,
